Label,Text,Summary
Instructor,About Erin (your instructor): I have been in Education my entire career though I am fairly new to teaching part -time at PSU. I spent the first half of my career teaching High School Language Arts School in Vancouver and then at David Douglas High School in east Portland. I became interested in design thinking in 2015 after attending a professional development experience alongside students who were participating in a design challenge . I immediately saw the potential for this kind of learning in our public school settings. To me it felt much more relevant and meaningful than what I saw happening on a day -to-day basis in my classroom and in schools In 2016 I took a leave of absence from my classroom role and began learning more about design as a problem -solving methodology. I was in love. To me internal beliefs about people and the world and gave me a process for trying to approach the wicked problems in my own life and beyond with optimism and creativity. I began working for an educational non -profit in Portland teaching educators about the process the process in their curriculums and also about how to use the process as changemakers within our education system. In the couple years Multnomah -Clackamas Regional Educator Network full time design process (aka Design Thinking) to schools in our region and using it to help make our schools more equitable and better places overall for all the humans involved. I have a small family in NE Portland that includes my partner small dog. We like to adventure outside knitting committed soccer player all of my life but mostly play with my old lady soccer team of 20 years now and coach my daughter’s recreational team I’ve enjoyed the experience of getting to work with students and PSU. I was skeptical that the asynchronous/virtual learning could really work for teaching design thinking but I’ve been pleasantly surprised and continue to try to improve that experience for students taking my class.,Erin became interested in design thinking in 2015 after attending a professional development experience alongside students who were participating in a design challenge. In 2016 she took a leave of absence from her classroom role and began learning more about design as a problem -solving methodology. In the couple years Multnomah -Clackamas Regional Educator Network full time design process (aka Design Thinking) to schools in our region.
Instructor,instructor/mentor feedback. If work is submitted below standard assignment. Communication is key,"Communication is key. If work is submitted below standard assignment. instructor/mentor feedback. If you have any questions, please contact me at jennifer.smith@mailonline.co.uk or call 1-800-282-8255. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details."
Instructor,Instructors: Lori Patterson,"Lori Patterson is an award-winning teacher and author. Visit her website at www.lori Patterson.com for more information. For more information, visit www.LoriPatterson.com. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
Instructor,Instructor: Dr. Yoko H. Sakurauchi,"Dr. Yoko H. Sakurauchi is an instructor at the University of Tsukuba in Japan. She is also the author of the book, ""Sukuba: A Journey into the Heart of the Japanese Mind"" She is married to Japanese businessman and philanthropist, Yoko SakurAUchi."
Instructor,instructor: one of my responsibilities is to help create a safe learning environment for my students and for the campus as a whole. We expect a culture of professionalism and mutual respect in our department and class. You may report any incident of discrimination or discriminatory harassment including sexual harassment to either the Office of Equity and Compliance or the Office of the Dean of Student Life. Please be aware that as a faculty member I have a legal obligation to report any instances of sexual harassment sexual violence and/or other forms of prohibited discrimination. This obligation encompasses incidents outside of the classroom and any incidents that are reported to me. If you would rather share information about sexual harassment or sexual violence to a confidential employee who does not have this reporting responsibility you can find a list of those individuals. Get Help: https://www.pdx.edu/sexual-assault/get-help Office of Equity and Compliance: https://www.pdx.edu/diversity/equity-compliance Student Conduct at PSU: https://www .pdx.edu/dean-student-life/student-conduct-community-standards Information on PSU Response to Federal Policies and Executive Orders on ImmigrationW e as a community share a commitment to the protection and support of all of our students regardless of immigration status national origin religion or any similar characteristics. PSU is a sanctuary campus for its students. That means: ○ The Portland State University Campus Public Safety Of fice does not and will not enforce federal immigration laws as is required by state law . ○ Portland State University will not facilitate or consent to immigration enforcement activities on our campus unless legally compelled to do so or in the event of clear exigent circumstances such as an imminent risk to the health or safety of others. ○ Portland State University will not share confidential student information such as immigration status with the federal government unless required by court order . Campus,As a faculty member I have a legal obligation to report any instances of sexual harassment sexual violence and/or other forms of prohibited discrimination. If you would rather share information about sexual harassment or sexual violence to a confidential employee who does not have this reporting responsibility you can find a list of those individuals. Portland State University is a sanctuary campus for its students.
Instructor,Instructor: Dr. Jennifer Tappan (she/her) (pronounced Tapp e n),"Dr. Jennifer Tappan (she/her) (pronounced Tapp e n) is the instructor for this course. The class is designed to help students learn how to deal with stress and anxiety. For more information on this course, or to sign up, visit: http://www.jennifertappan.com/."
Instructor,Instructor: Dr. Latrissa Lee Neiworth PSU University Studies Cramer Hall," PSU University Studies Cramer Hall. Instructor: Dr. Latrissa Lee Neiworth. For more information, visit www.psu.edu/universities/seminar/psu-university-studies-cramer-hall."
Instructor,2. Reasons for assigning an incomplete are acceptable to the instructor (e.g. the control of the student). 3. Consultation has occurred and a formal agreement has been reached between the student and instructor. 4. There is a signed contract: Guidelines and Contract for Assigning an Incomplete outlining how the coursework will be completed.,1. Reasons for assigning an incomplete are acceptable to the instructor. 2. Consultation has occurred and a formal agreement has been reached between the student and instructor. 3. There is a signed contract: Guidelines and Contract for Assigning an Incomplete outlining how the coursework will be completed.
Instructor, E. PSU POLICIES TITLE IX REPORTING OBLIGATIONS Portland State is committed to providing an environment free of all forms of prohibited discrimination and sexual harassment (sexual assault experienced any form of sexual harassment support survivors in navigating campus life services on campus can be found on PSU’s Sexual Misconduct Response Links to an external site. website or you may call a Confidential Advocate at 503.894.7982 or by scheduling online Links to an external site. You may also report any incident of discrimination or discriminatory harassment Compliance Links to an external site.,
Instructor,Please be aware that all PSU faculty members and instructors are required to report information of an incident that may constitute prohibited discrimination you tell me about a situation of sexual harassment or discrimination, PSU faculty members and instructors are required to report information of an incident that may constitute prohibited discrimination. you tell me about a situation of sexual harassment or discrimination. Please be aware that all PSU faculty member and instructors must report such an incident to the university's Discrimination Hotline at 1-800-273-8255.
Instructor,• Please notify me (i.e. your instructor) can discuss strategies to support your learning during this time. 8 • If I become ill or need to quarantine during the term,"Please notify me (i.e. your instructor) can discuss strategies to support your learning during this time. If I become ill or need to quarantine during the term, I will contact you. If you have any questions or concerns, please contact me via e-mail at [email protected]"
Instructor,As the instructor of this course you do not comply with these requirements entirely. In addition consider charges under PSU's Code of Conduct. A student found to have violated a university rule (or rules) through the due process of student conduct might face disciplinary and educational sanctions (or consequences). For a complete list of sanctions Guidance May Change Please note that the University rules,As the instructor of this course you do not comply with these requirements entirely. A student found to have violated a university rule (or rules) through the due process of student conduct might face disciplinary and educational sanctions (or consequences) For a complete list of sanctions Guidance May Change.
Instructor,Instructor: Bennett Gilbert Office: 437 Cramer Hall bbg2@pdx.edu Time for student meetings with me (about anything): Wednesdays from 2:00 to 3:00pm or later," Instructor: Bennett Gilbert Office: 437 Cramer Hall bbg2@pdx.edu Time for student meetings with me (about anything): Wednesdays from 2:00 to 3:00pm or later. For more information, visit Bennett Gilbert's website."
Instructor,Instructor: Bennett Gilbert Office: 437 Cramer Hall bbg2@pdx.edu Time for student meetings with me (about anything): Wednesdays from 2:00 to 3:00pm or later," Instructor: Bennett Gilbert Office: 437 Cramer Hall bbg2@pdx.edu Time for student meetings with me (about anything): Wednesdays from 2:00 to 3:00pm or later. For more information, visit Bennett Gilbert's website."
Instructor,Instructor: Robert Gillis e-mail: gillisr@pdx.edu,"Learn more at www.pdx.edu/drama. Instructor: Robert Gillis e-mail: gillisr@PDX.edu. For more information, visit www.dramaonline.com. For information on how to learn more, visit the Drexel University D.C. chapter of the Dramatic Arts Society."
Instructor,Instructor : Erin Elliott Public Administration Division elliott7@pdx.edu 503-756-2318 *This is my personal cell number. I am giving it to you under special circumstances in case we come across any immediate issues working remotely .,"Erin Elliott Public Administration Division elliott7@pdx.edu 503-756-2318 *This is my personal cell number. I am giving it to you under special circumstances in case we come across any immediate issues working remotely. The number is: 1-800-273-8255. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here for details."
Instructor,Please read both instructor and mentor emails as well as check into our course website regularly for announcements. Required Readings Komives the Social Change Model for Leadership Development. San Francisco Edition *This book is FREE access through the PSU library website *Additional readings/articles will be required reading and they will be available electronically on,Komives the Social Change Model for Leadership Development. San Francisco Edition. FREE access through the PSU library website. Additional readings/articles will be required reading and they will be available electronically on the PSU website. Please read both instructor and mentor emails as well as check into our course website regularly for announcements.
Instructor,As an instructor students and for the campus as a whole. Please be aware that federal require faculty members to report any instances of sexual harassment other forms of prohibited discrimination. Similarly they have reasonable cause to believe that a child with whom they come into contact has suffered abuse rather share information about these experiences with an employee who does not have these reporting responsibilities and can keep the information confidential,As an instructor students and for the campus as a whole. Please be aware that federal require faculty members to report any instances of sexual harassment other forms of prohibited discrimination. Similarly they have reasonable cause to believe that a child with whom they come into contact has suffered abuse rather share information with an employee who does not have these reporting responsibilities and can keep the information confidential.
Instructor,instructor approval – papers where articles have not been approved in advance will not be accepted,Papers where articles have not been approved in advance will not be accepted. instructor approval – papers where articles are not approved by instructor in advance are not accepted. Instructor approval – articles that are not instructor approved are not allowed to be published in the first place. instructor permission – papers that are published without instructor approval are also not allowed.
Instructor,Mentor Session: Solidify articles for leadership in major paper and submit for instructor,Mentor Session: Solidify articles for leadership in major paper and submit for instructor. Mentor session: Solidifying articles for Leadership in Major Paper and submit to instructor. MENTOR Session: solidify articles to be submitted for instructor's consideration. MIND YOUR ARTICLE: Submit your article for instructor consideration.
Instructor,Instructor: Dr. Patrick Edwards Phone : 503-725-8303,"Dr. Patrick Edwards is an instructor at Oregon State University in Portland. Visit his website: www.oregonstate.edu/professionals. For more information, call 503-725-8303 or go to www.oaststudio.org. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details."
Instructor,communicated to the class and the instructor through a scientific poster . Course Goals Students will: • View science as a process for creating knowledge. • Be familiar with the basic characteristics of natural science research. • Distinguish science from pseudoscience. • Evaluate and critique knowledge claims. • Recognize and understand scientific literature. • Examine the role and influence of science in society • Use computers and statistical software ( CRAN R) as a research tool. • Design and conduct a natural science experiment . • Improve their ability to communicate scientific research through poster presentations . • Recognize the power and limits of science as a way of creating knowledge.,Students will: View science as a process for creating knowledge. Distinguish science from pseudoscience. Evaluate and critique knowledge claims. Examine the role and influence of science in society. Use computers and statistical software ( CRAN R) as a research tool.
Instructor,the course instructor before data is collected. Conducting experiments prior to approval will," Conducting experiments prior to approval will not be allowed. The experiment will be approved by the course instructor before data is collected. The results of the experiments will be shown to the instructor before the experiment is completed. For more information on the experiment, go to: http://www.cnn.com/2013/01/30/science/science-and-technology/ experiments."
Instructor,• All experiments must be approved by the instructor before conducting the experiment. • For your safety daylight and with another adult. • For indoor lab work you need assistance. • If you travel by car to a field site primary coverage in the event of an accident. Students are expected to follow all applicable laws in the operation of their motor vehicle.,All experiments must be approved by the instructor before conducting the experiment. For indoor lab work you need assistance. If you travel by car to a field site primary coverage in the event of an accident. Students are expected to follow all applicable laws in the operation of their motor vehicle.
Instructor,As an instructor students and for the campus as a whole. We expect a culture of professionalism and mutual respect in our department and class. You may report any incident of discrimination or discriminatory harassment,"We expect a culture of professionalism and mutual respect in our department and class. You may report any incident of discrimination or discriminatory harassment. As an instructor students and for the campus as a whole, we expect respect. We expect respect from our students and from the community at large."
Instructor,Instructor: Nariyo Kono,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of Japan for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots from around the world. Click here for more travel photos.
Instructor,permission from our community partner or through Instructor mixed with AI tools or social media as the t ribes are concerned about its ethical process and results at this point. Let's learn and grow by working alongside our community partner - enjoy every process of your learning! Students with Disabilities Please contact me if you have a disability that may require some modification to the course. I will work with you and the Disability Resource Center ( http://www.pdx.edu/drc/ ) to arrange needed support. Screen Reader Options: click here Student Food Security Any student who has difficulty affording groceries or accessing sufficient food to eat every day lacks a safe and stable place to live urged to contact Committee for Improving Student Food Security for support at foodhelp@pdx.edu . Safe Campus Statement Portland State University desires to create a safe campus for our students. As part of that mission requires all students to take the learning module entitled Creating a Safe Campus: Preventing Gender Discrimination has been harassed or assaulted Management &amp; Student Affairs: Sexual Prevention &amp; Response website at http://www.pdx.edu/sexual - assault Title IX,Student Food Security Any student who has difficulty affording groceries or accessing sufficient food to eat every day urged to contact Committee for Improving Student Food Security for support at foodhelp@pdx.edu. Students with Disabilities Please contact me if you have a disability that may require some modification to the course. Portland State University desires to create a safe campus for our students.
Instructor,As an instructor and for the campus as a whole. Please be aware that as a faculty member report any instances of sexual harassment discrimination. If you would rather share information about sexual harassment discrimination to a confidential employee who does not have this reporting responsibility link of those individuals. • Confidential Advocates: 503.894.7982 sexual harassment and sexual and relationship violence) • Center for Student Health and Counseling (SHAC) : 1880 SW 6th Ave • Student Legal Services : 1825 SW Broadway information,As an instructor and for the campus as a whole. Please be aware that as a faculty member report any instances of sexual harassment discrimination. Confidential Advocates: 503.894.7982 sexual harassment and sexual and relationship violence. Center for Student Health and Counseling: 1880 SW 6th Ave. Student Legal Services: 1825 SW Broadway information.
Instructor,FERPA. Your instructor will not share recordings of your class activities outside of course participants which include your fellow students result in disciplinary action.,Your instructor will not share recordings of your class activities outside of course participants which include your fellow students. FERPA.org: Sharing recordings of class activities with other students will result in disciplinary action. The maximum penalty for sharing recordings with others is one year in jail.
Instructor,• Support ESOL instructors and students in teaching and learning English. • Negotiate intercultural communication while interacting with limited English speakers. • Examine the political • Defend statements critically evaluating various organizations and news sources . • Reflect on social responsibility pertaining to living among people from various cultures. University Studies Goals: • Communication: Students will enhance their capacity to communicate in various ways —writing graphics group work and to be competent in appropriate communication technologies. • Inquiry and Critical Thinking: Students will learn various modes of inquiry through interdisciplinary curricula— problem- posing motivated • Diversity social justice in historical contexts and contemporary settings from multiple perspectives. • Ethics actions and reflect on how personal choices and group decisions impact local and global communities. Required Course Texts/Readings: There are no texts to purchase. I will provide you with articles Class Zoom Link https://pdx.zoom.us/j/4852580244 Canvas Course Shell: https://canvas.pdx.edu/courses/81726 Class Sessions – The capstone has two components : our coursework and community -based learning.,Students will learn various modes of inquiry through interdisciplinary curricula. The capstone has two components : our coursework and community -based learning. Required Course Texts/Readings: There are no texts to purchase. I will provide you with articles Class Zoom Link: http://pdx.zoom.us/j/4852580244 Canvas Course Shell: https://canvas.pdX.edu/courses/81726 Class Sessions –
Instructor,your community -based work and guide classroom discussions. As an instructor structure community partner have comments or concerns so they can be addressed quickly. Please read the following section carefully. It contains essential information.,Read the following section carefully. It contains essential information. your community -based work and guide classroom discussions. As an instructor structure community partner have comments or concerns so they can be addressed quickly. Please share your thoughts and concerns with us at the bottom of the page. Back to the page you came from.
Instructor,• ESOL Instructor Responsibilities o Provide guidance and support in the classroom.," ESOL Instructor. Responsibilities o. Provide guidance and support in the classroom. O. Lead and assist students in learning English in a Spanish-speaking classroom. o. Lead students in the learning of Spanish in a English-speaking environment. o Provide guidance, support and support to students in a language-based classroom."
Instructor,o Establish the best way to communicate with the instructor outside of the class.,Establish the best way to communicate with the instructor outside of the class. o Establish the most appropriate way to respond to the instructor's questions. o Find out how to get the most out of your time in the classroom. o Identify the best ways to communicate outside of class.
Instructor,o Maintain clear communication with the ESOL instructor. Be proactive ! Ask questions if you need guidance or don' t understand what is expected of you. Engage with ESOL students.,Maintain clear communication with the ESOL instructor. Be proactive ! Ask questions if you need guidance or don't understand what is expected of you. Engage with ESOL students. Maintain a positive and positive attitude towards the students you are working with. Be positive and optimistic.
Instructor,o You are responsible for communicating directly with the instructor if you will be late or absent. If you miss a session time. • Michelle 's Responsibilities o Prepare you for your tutoring experience. o Answer your questions about your observations from the ESOL classes.,"Michelle is responsible for preparing you for your tutoring experience. You are responsible for communicating directly with the instructor if you will be late or absent. If you miss a session time, you are expected to return the next day. Michelle will answer your questions about your observations from the ESOL classes."
Instructor,o Act as a facilitator should you and the ESOL instructor have communication issues. Coursework = 400 points . The course portion of the class is web -based .,Act as a facilitator should you and the ESOL instructor have communication issues. Coursework = 400 points . The course portion of the class is web -based. The coursework is web-based so that students can complete their work in a safe and efficient manner.
Instructor,Please be aware that as an instructor sexual and relationship violence and/ or other forms of prohibited discrimination to PSU 's Title IX Coordinator ,As an instructor sexual and relationship violence and/ or other forms of prohibited discrimination should be reported to PSU 's Title IX Coordinator . Please be aware that as an instructorsexual and relationship Violence and/or other Forms of prohibited Discrimination should be brought to the attention of PSU's Title IX coordinator .
Instructor,• Please notify me (i.e. your instructor) so that we can discuss strategies to support your learning during this time. • If I become ill or need to quarantine during the term,"Please notify me (i.e. your instructor) so that we can discuss strategies to support your learning during this time. If I become ill or need to quarantine during the term, I will contact you. Please notify me if you need to take a break from your studies during this period."
Instructor,As the instructor of this course these policies. If you do not comply with these requirements need to cancel the class session entirely. In addition Student Life to consider charges under PSU's Code of Conduct. A student found to have violated a university rule (or rules) through the due process of student conduct might face disciplinary and educational sanctions (or consequences). For a complete list of sanctions Responsibility . Guidance May Change: Please note that the University rules CDC,As the instructor of this course these policies. If you do not comply with these requirements need to cancel the class session entirely. Student Life to consider charges under PSU's Code of Conduct. A student found to have violated a university rule (or rules) through the due process of student conduct might face disciplinary and educational sanctions (or consequences)
Instructor,Instructor: Deborah Rutt,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots for next week. Visit CNN.com/Travel next week for a new gallery of snapshots from around the world. Please share your best photos of the U.S. with us.
Instructor,To be determined in consultation with instructor and community partner.,"To be determined in consultation with instructor and community partner. To be decided in consultations with instructor, community partner and instructor. For confidential support call the Samaritans in the UK on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details."
Instructor,As an instructor and for the campus as a whole. Please be aware that as a faculty member report any instances of sexual harassment discrimination. If you would rather share information about sexual harassment discrimination to a confidential employee who does not have this reporting responsibility list of those individuals on PSU’s Enrollment Management &amp; Student Affairs: Sexual Prevention &amp; Response website at http://www.pdx.edu/sexual-assault . For more information about Title IX please complete the required student module “Creating a Safe Campus: Preventing Gender Discrimination Sexual Harassment,As an instructor and for the campus as a whole. Please be aware that as a faculty member report any instances of sexual harassment discrimination. For more information about Title IX please complete the required student module “Creating a Safe Campus: Preventing Gender Discrimination Sexual Harassment”
Instructor,The instructor reserves the right to modify course content and/or substitute assignments and learning activities in response to institutional Page 4 of 6 HIGHER EDUCATION IN PRISON CAPSTONE CLASS SCHEDULE,The instructor reserves the right to modify course content and/or substitute assignments and learning activities in response to institutional institutional changes. The instructor has no obligation to teach the course content or to teach it in a manner that meets the needs of the class. There is no requirement for students to complete the entire course in one year.
Instructor,2 Religious Accommodations Policy: Students requesting a religious accommodation should first make a reasonable effort to contact their instructors in an effort to agree upon a religious accommodation. If they are not able to agree Senior Capstone: Refugee and Immigrant Youth In Portland UNST 421-516 CRN  Winter 2024  credits Tues 5:30pm-7:20pm Classroom: Zoom in Canvas,2 Religious Accommodations Policy: Students requesting a religious accommodation should first make a reasonable effort to contact their instructors. Senior Capstone: Refugee and Immigrant Youth In Portland UNST 421-516 CRN  Winter 2024 Value type= credits Tues 5:30pm-7:20pm Classroom: Zoom in Canvas
Instructor,Instructor: Andrew Haley Phone: 801.870.3896,Learn how to build a boat from the ground up. Learn how to sail from the water to the sky. Learn about the different types of boats that can be built. Learn more at: http://www.cnn.com/2013/01/30/business/how-to-build-a-boat-from-the-ground-up.
Instructor,instructors and community partners are viewed as co-teachers and co-learners. We will work together to achieve goals that both benefit your educational experience and meet a real need in the community . If you have any questions or concerns or are facing any difficulties or barriers to your full experience of this class please let me know immediately . I am here to help you get the most from this class. I am always happy to schedule time to talk on the phone Zoom or in-person.,Community partners are viewed as co-teachers and co-learners. We will work together to achieve goals that both benefit your educational experience and meet a real need in the community. If you have any questions or concerns or are facing any difficulties or barriers to your full experience of this class please let me know immediately.
Instructor,facilitator/instructor it will be my job to organize provide structure and facilitate the class. I will be flexible so that when you have comments or concerns they can be addressed without hesitation.  If you have questions or concerns please, facilitator/instructor it will be my job to organize provide structure and facilitate the class. I will be flexible so that when you have comments or concerns they can be addressed without hesitation.  If you have questions or concerns please contact me at jennifer.smith@mailonline.co.uk.
Instructor,instructors are required to report information of an incident that may constitute prohibited discrimination including sexual harassment and sexual and relationship violence. This means that if you tell me about a situation of sexual harassment or discrimination I have to share the information with the University’ s Title IX Coordinator or the, instructors are required to report information of an incident that may constitute prohibited discrimination including sexual harassment and sexual and relationship violence. This means that if you tell me about a situation of sexual harassment or discrimination I have to share the information with the University’ s Title IX Coordinator or the Title IX coordinator.
Instructor,Instructor: Rob Bremmer / bremmer@pdx.edu / 503 -544-3339 voice &amp; text Online Access to Course Information:, Instructor: Rob Bremmer / bremmer@pdx.edu / 503 -544-3339 voice &amp; text Online Access to Course Information: http://www.pixabay.com/courses/bremmer-courses-beremmer.
